ID,parent,DE,EN,JSON,JSON neu,Kommentar,goe,kiel vorher,kiel # vorher,kiel # nachher,kiel nachher,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen
306.1X,306.X,Sozialgeschichte,Social history,"{""kiel"":[""ska 185.900"",""ska 305?"",""ska 308?"",""ska 314.900"",""ska 438?"",""ska 439?"",""ska 446.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 574?"",""ska 575?"",""ska 597.900""]}","{""kiel"":[""ska 185.900"",""ska 305?"",""ska 308?"",""ska 314.900"",""ska 438?"",""ska 439?"",""ska 446.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 574?"",""ska 575?"",""ska 597.900""]}",,,"[""ska 185.900"",""ska 305?"",""ska 308?"",""ska 314.900"",""ska 438?"",""ska 439?"",""ska 446.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 574?"",""ska 575?"",""ska 597.900""]",13,13,"[""ska 185.900"",""ska 305?"",""ska 308?"",""ska 314.900"",""ska 438?"",""ska 439?"",""ska 446.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 574?"",""ska 575?"",""ska 597.900""]",ska 185.900,ska 305?,ska 308?,ska 314.900,ska 438?,ska 439?,ska 446.900,ska 574?,ska 575?,ska 597.900,ska 574?,ska 575?,ska 597.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.2,306.X,Politische Soziologie,Poitical sociology,"{""kiel"":[""ska 807?""],""goe"":{""fi"":"" lsg=\""7 lfn?\""""}}","{""kiel"":[""ska 807?""],""goe"":{""fi"":"" lsg=\""7 lfn?\""""}}",,"{""fi"":"" lsg=\""7 lfn?\""""}","[""ska 807?""]",1,1,"[""ska 807?""]",ska 807?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.3,306.X,Wirtschaftssoziologie,Economic sociology,"{""kiel"":[""ska 830.200""],""goe"":{""fi"":"" lsg=\""7 lm 06?\""""}}","{""kiel"":[""ska 830.200""],""goe"":{""fi"":"" lsg=\""7 lm 06?\""""}}",,"{""fi"":"" lsg=\""7 lm 06?\""""}","[""ska 830.200""]",1,1,"[""ska 830.200""]",ska 830.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.4,306.X,"Kultursoziologie (Wissen, Religion, Bildung, Kunst, Sprache etc.)","Cultural sociology (Knowledge, Religion, Education, Art, Language etc.)","{""goe"":{""fi"":"" lsg=\""7 lee 220\"" or lsg=\""7 pnn 500\"" or lsg=\""7 pno 500\"" or lsg=\""7 pnp 500\"" or lsg=\""7 pnq 500\"" or lsg=\""7 pnr 500\""""}}","{""goe"":{""fi"":"" lsg=\""7 lee 220\"" or lsg=\""7 pnn 500\"" or lsg=\""7 pno 500\"" or lsg=\""7 pnp 500\"" or lsg=\""7 pnq 500\"" or lsg=\""7 pnr 500\""""}}",,"{""fi"":"" lsg=\""7 lee 220\"" or lsg=\""7 pnn 500\"" or lsg=\""7 pno 500\"" or lsg=\""7 pnp 500\"" or lsg=\""7 pnq 500\"" or lsg=\""7 pnr 500\""""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.7,306.X,Sexualität,Sex,"{""kiel"":[""ska 824?"",""ska 960?""],""goe"":{""fi"":"" lsg=\""7 leg 230\""""}}","{""kiel"":[""ska 824?"",""ska 960?""],""goe"":{""fi"":"" lsg=\""7 leg 230\""""}}",,"{""fi"":"" lsg=\""7 leg 230\""""}","[""ska 824?"",""ska 960?""]",2,2,"[""ska 824?"",""ska 960?""]",ska 824?,ska 960?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.8,306.X,Familiensoziologie,Family sociology,"{""kiel"":[""ska 817?"",""soz 500.095""],""goe"":{""fi"":"" lsg=\""7 leg 38?-leg 42?\"" or lsg=\""7 quc 400\""""}}","{""kiel"":[""ska 817?"",""soz 500.095""],""goe"":{""fi"":"" lsg=\""7 leg 38?-leg 42?\"" or lsg=\""7 quc 400\""""}}",,"{""fi"":"" lsg=\""7 leg 38?-leg 42?\"" or lsg=\""7 quc 400\""""}","[""ska 817?"",""soz 500.095""]",2,2,"[""ska 817?"",""soz 500.095""]",ska 817?,soz 500.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.9,306.X,Sonstiges,Miscellaneous,"{""goe"":{""fi"":"" lsg=\""7 ley 210\""""}}","{""goe"":{""fi"":"" lsg=\""7 ley 210\""""}}",,"{""fi"":"" lsg=\""7 ley 210\""""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.X,30X,Kultur und Institutionen,Culture and institutions,"{""kiel"":[""ska 185.900"",""ska 305?"",""ska 308?"",""ska 314.900"",""ska 438?"",""ska 439?"",""ska 446.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 807?"",""ska 830.200"",""ska 824?"",""ska 960?"",""ska 817?"",""soz 500.095""],""goe"":{""fi"":"" lsg=\""7 pnn 500\"" or lsg=\""7 pno 500\"" or lsg=\""7 pnp 500\"" or lsg=\""7 pnq 500\"" or lsg=\""7 pnr 500\""""}}","{""kiel"":[""ska 185.900"",""ska 305?"",""ska 308?"",""ska 314.900"",""ska 438?"",""ska 439?"",""ska 446.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 807?"",""ska 830.200"",""ska 824?"",""ska 960?"",""ska 817?"",""soz 500.095""],""goe"":{""fi"":"" lsg=\""7 pnn 500\"" or lsg=\""7 pno 500\"" or lsg=\""7 pnp 500\"" or lsg=\""7 pnq 500\"" or lsg=\""7 pnr 500\""""}}",,"{""fi"":"" lsg=\""7 pnn 500\"" or lsg=\""7 pno 500\"" or lsg=\""7 pnp 500\"" or lsg=\""7 pnq 500\"" or lsg=\""7 pnr 500\""""}","[""ska 185.900"",""ska 305?"",""ska 308?"",""ska 314.900"",""ska 438?"",""ska 439?"",""ska 446.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 807?"",""ska 830.200"",""ska 824?"",""ska 960?"",""ska 817?"",""soz 500.095""]",19,19,"[""ska 185.900"",""ska 305?"",""ska 308?"",""ska 314.900"",""ska 438?"",""ska 439?"",""ska 446.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 574?"",""ska 575?"",""ska 597.900"",""ska 807?"",""ska 830.200"",""ska 824?"",""ska 960?"",""ska 817?"",""soz 500.095""]",ska 185.900,ska 305?,ska 308?,ska 314.900,ska 438?,ska 439?,ska 446.900,ska 574?,ska 575?,ska 597.900,ska 574?,ska 575?,ska 597.900,ska 807?,ska 830.200,ska 824?,ska 960?,ska 817?,soz 500.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,30X,"Gemeinden, Gemeinschaften, Stadtsoziologie","Communities, Urban sociology","{""goe"":{""fi"":"" lsg=\""7 lee 18?-lee 21?\"" or lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\""""}}","{""goe"":{""fi"":"" lsg=\""7 lee 18?-lee 21?\"" or lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\""""}}",,"{""fi"":"" lsg=\""7 lee 18?-lee 21?\"" or lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\""""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30X,vn3,"Soziologie, Gesellschaft","Sociology, Society","{""kiel"":[""ska 800?"",""soz 212?"",""ska 802?"",""ska 805?"",""ska 935?"",""ska 200?"",""ska 326?"",""ska 464?"",""ska 628?"",""ska 862?"",""soz 475.5"",""ska 932?"",""ska 180.800"",""ska 310.800"",""ska 441.800"",""ska 592.700"",""ska 825?"",""soz 534?"",""ska 807?"",""ska 830.200"",""ska 824?"",""ska 960?"",""ska 817?"",""soz 500.095""],""goe"":{""fi"":"" lsg=\""7 le?\"" or lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\""""}}","{""kiel"":[""ska 800?"",""soz 212?"",""ska 802?"",""ska 805?"",""ska 935?"",""ska 200?"",""ska 326?"",""ska 464?"",""ska 628?"",""ska 862?"",""soz 475.5"",""ska 932?"",""ska 180.800"",""ska 310.800"",""ska 441.800"",""ska 592.700"",""ska 825?"",""soz 534?"",""ska 807?"",""ska 830.200"",""ska 824?"",""ska 960?"",""ska 817?"",""soz 500.095""],""goe"":{""fi"":"" lsg=\""7 le?\"" or lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\""""}}",,"{""fi"":"" lsg=\""7 le?\"" or lsg=\""7 pnn 300\"" or lsg=\""7 pno 300\"" or lsg=\""7 pnp 300\"" or lsg=\""7 pnq 300\"" or lsg=\""7 pnr 300\""""}","[""ska 800?"",""soz 212?"",""ska 802?"",""ska 805?"",""ska 935?"",""ska 200?"",""ska 326?"",""ska 464?"",""ska 628?"",""ska 862?"",""soz 475.5"",""ska 932?"",""ska 180.800"",""ska 310.800"",""ska 441.800"",""ska 592.700"",""ska 825?"",""soz 534?"",""ska 807?"",""ska 830.200"",""ska 824?"",""ska 960?"",""ska 817?"",""soz 500.095""]",24,24,"[""ska 800?"",""soz 212?"",""ska 802?"",""ska 805?"",""ska 935?"",""ska 200?"",""ska 326?"",""ska 464?"",""ska 628?"",""ska 862?"",""soz 475.5"",""ska 932?"",""ska 180.800"",""ska 310.800"",""ska 441.800"",""ska 592.700"",""ska 825?"",""soz 534?"",""ska 807?"",""ska 830.200"",""ska 824?"",""ska 960?"",""ska 817?"",""soz 500.095""]",ska 800?,soz 212?,ska 802?,ska 805?,ska 935?,ska 200?,ska 326?,ska 464?,ska 628?,ska 862?,soz 475.5,ska 932?,ska 180.800,ska 310.800,ska 441.800,ska 592.700,ska 825?,soz 534?,ska 807?,ska 830.200,ska 824?,ska 960?,ska 817?,soz 500.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31X,vn3,Statistik,Statistics,"{""kiel"":[""soz 970?""],""goe"":{""fi"":"" lsg=\""7 lc?\"" or lsg=\""7 lca 000\""""}}","{""kiel"":[""soz 970?""],""goe"":{""fi"":"" lsg=\""7 lc?\"" or lsg=\""7 lca 000\""""}}",,"{""fi"":"" lsg=\""7 lc?\"" or lsg=\""7 lca 000\""""}","[""soz 970?""]",1,1,"[""soz 970?""]",soz 970?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
