ID	parent ID	DE	DE neu	DE merge	EN	EN neu	EN merge	Abfragen	sort	kiel extract	kiel+	kiel overwrite	kiel result	goe extract	goe+	goe overwrite	goe merge	goe result
940	94X	Ausbildung, Forschung, Geschichtswissenschaft		Ausbildung, Forschung, Geschichtswissenschaft	Education, research, history		Education, research, history	{"kiel":["ska 001*","ska 102.200","ska 104*","ska 105*","ska 106*","ska 107*","ska 108*","ska 109*","ska 110*","ska 146.740","ska 670*","ska 870.016","ska 870.017","ska 870.018","ska 873*","ska 876*","ska 878*","ska 914.030","ska 914.040","ska 914.060","ska 914.070"]}	940	["ska 001*","ska 102.200","ska 104*","ska 105*","ska 106*","ska 107*","ska 108*","ska 109*","ska 110*","ska 146.740","ska 670*","ska 870.016","ska 870.017","ska 870.018","ska 873*","ska 876*","ska 878*","ska 914.030","ska 914.040","ska 914.060","ska 914.070"]	["ska 001*","ska 102.200","ska 104*","ska 105*","ska 106*","ska 107*","ska 108*","ska 109*","ska 110*","ska 146.740","ska 670*","ska 870.016","ska 870.017","ska 870.018","ska 873*","ska 876*","ska 878*","ska 914.030","ska 914.040","ska 914.060","ska 914.070"]		["ska 001*","ska 102.200","ska 104*","ska 105*","ska 106*","ska 107*","ska 108*","ska 109*","ska 110*","ska 146.740","ska 670*","ska 870.016","ska 870.017","ska 870.018","ska 873*","ska 876*","ska 878*","ska 914.030","ska 914.040","ska 914.060","ska 914.070"]			{}
941.X	94X	Historische Hilfswissenschaften		Historische Hilfswissenschaften	Auxiliary Sciences of History		Auxiliary Sciences of History	{"kiel":["ska 116*","ska 133*","ska 140*","ska 117*","ska 118*"]}	941.-	["ska 116*","ska 133*","ska 140*","ska 117*","ska 118*"]	["ska 116*","ska 133*","ska 140*","ska 117*","ska 118*"]		["ska 116*","ska 133*","ska 140*","ska 117*","ska 118*"]		{"fi":"( lsg='7 pdb 270') or ( lsg='7 pdi 607' or lsg='7 pdi 217') or ( lsg='7 pdl 307') or ( lsg='7 pdn 507')"}			{"fi":"( lsg='7 pdb 270') or ( lsg='7 pdi 607' or lsg='7 pdi 217') or ( lsg='7 pdl 307') or ( lsg='7 pdn 507')"}
941.1	941.X	Archivwesen		Archivwesen	Archival science		Archival science	{"goe":{"fi":" lsg='7 pdb 270'"},"kiel":["ska 119.200","ska 119.3*","ska 119.600","ska 119.700","ska 119.800","gsb 240.50"]}	941.1	["ska 119.200","ska 119.3*","ska 119.600","ska 119.700","ska 119.800","gsb 240.50"]	["ska 119.200","ska 119.3*","ska 119.600","ska 119.700","ska 119.800","gsb 240.50"]		["ska 119.200","ska 119.3*","ska 119.600","ska 119.700","ska 119.800","gsb 240.50"]	{"fi":" lsg='7 pdb 270'"}	{"fi":" lsg='7 pdb 270'"}		{"fi":" lsg='7 pdb 270'"}	{"fi":" lsg='7 pdb 270'"}
941.2	941.X	Genealogie		Genealogie	Genealogy		Genealogy	{"goe":{"fi":" lsg='7 pdi 607' or lsg='7 pdi 217'"},"kiel":["ska 123*","ska 146.800"]}	941.2	["ska 123*","ska 146.800"]	["ska 123*","ska 146.800"]		["ska 123*","ska 146.800"]	{"fi":" lsg='7 pdi 607' or lsg='7 pdi 217'"}	{"fi":" lsg='7 pdi 607' or lsg='7 pdi 217'"}		{"fi":" lsg='7 pdi 607' or lsg='7 pdi 217'"}	{"fi":" lsg='7 pdi 607' or lsg='7 pdi 217'"}
941.3	941.X	Epigraphik, Wappenkunde, Siegel, Orden, Fahnen		Epigraphik, Wappenkunde, Siegel, Orden, Fahnen	Epigraphy, heraldry, seals, orders, flags		Epigraphy, heraldry, seals, orders, flags	{"goe":{"fi":" lsg='7 pdl 307'"},"kiel":["ska 127*","ska 128*","ska 129*","ska 134.900"]}	941.3	["ska 127*","ska 128*","ska 129*","ska 134.900"]	["ska 127*","ska 128*","ska 129*","ska 134.900"]		["ska 127*","ska 128*","ska 129*","ska 134.900"]	{"fi":" lsg='7 pdl 307'"}	{"fi":" lsg='7 pdl 307'"}		{"fi":" lsg='7 pdl 307'"}	{"fi":" lsg='7 pdl 307'"}
941.4	941.X	Numismatik		Numismatik	Numismatics		Numismatics	{"goe":{"fi":" lsg='7 pdn 507'"},"kiel":["ska 134.100","ska 134.150","ska 134.200","ska 134.300","ska 134.400","ska 134.500","ska 134.600","ska 134.700","ska 134.800"]}	941.4	["ska 134.100","ska 134.150","ska 134.200","ska 134.300","ska 134.400","ska 134.500","ska 134.600","ska 134.700","ska 134.800"]	["ska 134.100","ska 134.150","ska 134.200","ska 134.300","ska 134.400","ska 134.500","ska 134.600","ska 134.700","ska 134.800"]		["ska 134.100","ska 134.150","ska 134.200","ska 134.300","ska 134.400","ska 134.500","ska 134.600","ska 134.700","ska 134.800"]	{"fi":" lsg='7 pdn 507'"}	{"fi":" lsg='7 pdn 507'"}		{"fi":" lsg='7 pdn 507'"}	{"fi":" lsg='7 pdn 507'"}
942.X	94X	Geschichte: Quellen		Geschichte: Quellen	History: Primary sources		History: Primary sources		942.-		["ska 102.400","ska 161.200","ska 163.023","ska 168.023","ska 214.200","ska 153.023","ska 872*","ska 278*","ska 287.200","ska 296.200","ska 298.200","ska 301.200","ska 344.200","gsd 302*","ska 369.200","ska 403.200","ska 406.300","ska 406.700","ska 410.200","ska 413.200","ska 421.200","ska 424.300","ska 424.700","ska 427.300","ska 427.700","ska 430.200","ska 433.300","ska 433.700","ska 421.300","gsd 302*","ska 386.200","ska 389.200","ska 392.200","ska 395.200","ska 395.500","ska 500.200","ska 500.500","ska 500.800","ska 503.200","ska 533.200","ska 535.200","ska 537.200","ska 541.200","ska 548.200","ska 551.200","ska 554.200","ska 558.200","ska 563.300","ska 563.700","ska 566.200","ska 569.200","ska 503.200","ska 537.200","ska 541.200","ska 544.200","ska 548.200","ska 554.200","ska 558.200","ska 560.200","ska 566.200","ska 569.200","ska 571.200","ska 511.200","ska 511.5*","ska 518.200","ska 523.200","ska 681.200","ska 690.200","ska 693.200"]		["ska 102.400","ska 161.200","ska 163.023","ska 168.023","ska 214.200","ska 153.023","ska 872*","ska 278*","ska 287.200","ska 296.200","ska 298.200","ska 301.200","ska 344.200","gsd 302*","ska 369.200","ska 403.200","ska 406.300","ska 406.700","ska 410.200","ska 413.200","ska 421.200","ska 424.300","ska 424.700","ska 427.300","ska 427.700","ska 430.200","ska 433.300","ska 433.700","ska 421.300","gsd 302*","ska 386.200","ska 389.200","ska 392.200","ska 395.200","ska 395.500","ska 500.200","ska 500.500","ska 500.800","ska 503.200","ska 533.200","ska 535.200","ska 537.200","ska 541.200","ska 548.200","ska 551.200","ska 554.200","ska 558.200","ska 563.300","ska 563.700","ska 566.200","ska 569.200","ska 503.200","ska 537.200","ska 541.200","ska 544.200","ska 548.200","ska 554.200","ska 558.200","ska 560.200","ska 566.200","ska 569.200","ska 571.200","ska 511.200","ska 511.5*","ska 518.200","ska 523.200","ska 681.200","ska 690.200","ska 693.200"]		{"fi":"( lsg='7 pnn 100' or lsg='7 pnn 150') or ( lsg='7 pno 100' or lsg='7 pno 150') or ( lsg='7 pnp 100' or lsg='7 pnp 150') or ( lsg='7 pnq 100' or lsg='7 pnq 150') or ( lsg='7 pnr 100' or lsg='7 pnr 150') or ( lsg='7 pnr 100' or lsg='7 pnr 150') or ( lsg='7 pnn 100' or lsg='7 pnn 150')"}			{"fi":"( lsg='7 pnn 100' or lsg='7 pnn 150') or ( lsg='7 pno 100' or lsg='7 pno 150') or ( lsg='7 pnp 100' or lsg='7 pnp 150') or ( lsg='7 pnq 100' or lsg='7 pnq 150') or ( lsg='7 pnr 100' or lsg='7 pnr 150') or ( lsg='7 pnr 100' or lsg='7 pnr 150') or ( lsg='7 pnn 100' or lsg='7 pnn 150')"}
942.1	942.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"},"kiel":["ska 102.400","ska 161.200","ska 163.023","ska 168.023","ska 214.200","ska 153.023","ska 872*"]}	942.1	["ska 102.400","ska 161.200","ska 163.023","ska 168.023","ska 214.200","ska 153.023","ska 872*"]	["ska 102.400","ska 161.200","ska 163.023","ska 168.023","ska 214.200","ska 153.023","ska 872*"]		["ska 102.400","ska 161.200","ska 163.023","ska 168.023","ska 214.200","ska 153.023","ska 872*"]	{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"}	{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"}		{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"}	{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"}
942.3	942.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pnp 100' or lsg='7 pnp 150'"},"kiel":["ska 278*","ska 287.200","ska 296.200","ska 298.200","ska 301.200","ska 344.200","gsd 302*"]}	942.3	["ska 278*","ska 287.200","ska 296.200","ska 298.200","ska 301.200","ska 344.200","gsd 302*"]	["ska 278*","ska 287.200","ska 296.200","ska 298.200","ska 301.200","ska 344.200","gsd 302*"]		["ska 278*","ska 287.200","ska 296.200","ska 298.200","ska 301.200","ska 344.200","gsd 302*"]	{"fi":" lsg='7 pnp 100' or lsg='7 pnp 150'"}	{"fi":" lsg='7 pnp 100' or lsg='7 pnp 150'"}	{"fi":" lsg='7 pno 100' or lsg='7 pno 150'"}	{"fi":"lsg='7 {"fi":" lsg='7 pno 100' or lsg='7 pno 150'"}'"}	{"fi":" lsg='7 pno 100' or lsg='7 pno 150'"}
942.4	942.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"goe":{"fi":" lsg='7 pnq 100' or lsg='7 pnq 150'"},"kiel":["ska 369.200","ska 403.200","ska 406.300","ska 406.700","ska 410.200","ska 413.200","ska 421.200","ska 424.300","ska 424.700","ska 427.300","ska 427.700","ska 430.200","ska 433.300","ska 433.700","ska 421.300","gsd 302*"]}	942.4	["ska 369.200","ska 403.200","ska 406.300","ska 406.700","ska 410.200","ska 413.200","ska 421.200","ska 424.300","ska 424.700","ska 427.300","ska 427.700","ska 430.200","ska 433.300","ska 433.700","ska 421.300","gsd 302*"]	["ska 369.200","ska 403.200","ska 406.300","ska 406.700","ska 410.200","ska 413.200","ska 421.200","ska 424.300","ska 424.700","ska 427.300","ska 427.700","ska 430.200","ska 433.300","ska 433.700","ska 421.300","gsd 302*"]		["ska 369.200","ska 403.200","ska 406.300","ska 406.700","ska 410.200","ska 413.200","ska 421.200","ska 424.300","ska 424.700","ska 427.300","ska 427.700","ska 430.200","ska 433.300","ska 433.700","ska 421.300","gsd 302*"]	{"fi":" lsg='7 pnq 100' or lsg='7 pnq 150'"}	{"fi":" lsg='7 pnq 100' or lsg='7 pnq 150'"}	{"fi":" lsg='7 pnp 100' or lsg='7 pnp 150'"}	{"fi":"lsg='7 {"fi":" lsg='7 pnp 100' or lsg='7 pnp 150'"}'"}	{"fi":" lsg='7 pnp 100' or lsg='7 pnp 150'"}
942.5	942.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"},"kiel":["ska 386.200","ska 389.200","ska 392.200","ska 395.200","ska 395.500","ska 500.200","ska 500.500","ska 500.800","ska 503.200","ska 533.200","ska 535.200","ska 537.200","ska 541.200","ska 548.200","ska 551.200","ska 554.200","ska 558.200","ska 563.300","ska 563.700","ska 566.200","ska 569.200"]}	942.5	["ska 386.200","ska 389.200","ska 392.200","ska 395.200","ska 395.500","ska 500.200","ska 500.500","ska 500.800","ska 503.200","ska 533.200","ska 535.200","ska 537.200","ska 541.200","ska 548.200","ska 551.200","ska 554.200","ska 558.200","ska 563.300","ska 563.700","ska 566.200","ska 569.200"]	["ska 386.200","ska 389.200","ska 392.200","ska 395.200","ska 395.500","ska 500.200","ska 500.500","ska 500.800","ska 503.200","ska 533.200","ska 535.200","ska 537.200","ska 541.200","ska 548.200","ska 551.200","ska 554.200","ska 558.200","ska 563.300","ska 563.700","ska 566.200","ska 569.200"]		["ska 386.200","ska 389.200","ska 392.200","ska 395.200","ska 395.500","ska 500.200","ska 500.500","ska 500.800","ska 503.200","ska 533.200","ska 535.200","ska 537.200","ska 541.200","ska 548.200","ska 551.200","ska 554.200","ska 558.200","ska 563.300","ska 563.700","ska 566.200","ska 569.200"]	{"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"}	{"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"}	{"fi":" lsg='7 pnq 100' or lsg='7 pnq 150'"}	{"fi":"lsg='7 {"fi":" lsg='7 pnq 100' or lsg='7 pnq 150'"}'"}	{"fi":" lsg='7 pnq 100' or lsg='7 pnq 150'"}
942.6	942.X	20. Jahrhundert - 1. Hälfte		20. Jahrhundert - 1. Hälfte	20th century - First half		20th century - First half	{"goe":{"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"},"kiel":["ska 503.200","ska 537.200","ska 541.200","ska 544.200","ska 548.200","ska 554.200","ska 558.200","ska 560.200","ska 566.200","ska 569.200","ska 571.200"]}	942.6	["ska 503.200","ska 537.200","ska 541.200","ska 544.200","ska 548.200","ska 554.200","ska 558.200","ska 560.200","ska 566.200","ska 569.200","ska 571.200"]	["ska 503.200","ska 537.200","ska 541.200","ska 544.200","ska 548.200","ska 554.200","ska 558.200","ska 560.200","ska 566.200","ska 569.200","ska 571.200"]		["ska 503.200","ska 537.200","ska 541.200","ska 544.200","ska 548.200","ska 554.200","ska 558.200","ska 560.200","ska 566.200","ska 569.200","ska 571.200"]	{"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"}	{"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"}	{"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"}	{"fi":"lsg='7 {"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"}'"}	{"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"}
942.7	942.X	Zweiter Weltkrieg		Zweiter Weltkrieg	World War II		World War II	{"goe":{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"},"kiel":["ska 511.200","ska 511.5*","ska 518.200","ska 523.200"]}	942.7	["ska 511.200","ska 511.5*","ska 518.200","ska 523.200"]	["ska 511.200","ska 511.5*","ska 518.200","ska 523.200"]		["ska 511.200","ska 511.5*","ska 518.200","ska 523.200"]	{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"}	{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"}	{"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"}	{"fi":"lsg='7 {"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"}'"}	{"fi":" lsg='7 pnr 100' or lsg='7 pnr 150'"}
942.8	942.X	Seit 1945		Seit 1945	from 1945		from 1945	{"kiel":["ska 681.200","ska 690.200","ska 693.200"]}	942.8	["ska 681.200","ska 690.200","ska 693.200"]	["ska 681.200","ska 690.200","ska 693.200"]		["ska 681.200","ska 690.200","ska 693.200"]		{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"}	{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"}	{"fi":"lsg='7 {"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"}'"}	{"fi":" lsg='7 pnn 100' or lsg='7 pnn 150'"}
943.X	94X	Geschichte: Darstellungen		Geschichte: Darstellungen	History: Studies		History: Studies		943.-		["ska 100*","ska 145*","ska 146.900","ska 153*","ska 159*","ska 161*","ska 163*","ska 168*","ska 178*","gsb 680*","ska 280*","ska 281.300","ska 281.900","ska 287*","ska 293*","ska 294*","ska 296.100","ska 296.700","ska 298.100","ska 298.250","ska 298.700","ska 298.100","ska 298.500","ska 298.700","ska 301.100","ska 301.250","ska 301.900","ska 308*","gsd 280*","gsd 303*","ska 359*","ska 361*","ska 364*","ska 369.100","ska 369.300","ska 369.400","ska 369.500","ska 374*","ska 376*","ska 386*","ska 389*","ska 392*","ska 395.300","ska 395.400","ska 395.600","ska 395.600","ska 395.700","ska 395.9*","ska 40*","ska 421.100","ska 421.500","ska 421.500","ska 424.100","ska 424.400","ska 424.800","ska 427.100","ska 427.400","ska 427.800","ska 430.100","ska 430.700","ska 433.100","ska 433.400","ska 433.800","gsd 280*","gsd 303*","gsd 799*","gsd 814*","gsd 812*","gsd 962*","ska 439*","ska 369.600","ska 369.800","ska 395.100","ska 490*","ska 491*","ska 493.100","ska 493.200","ska 493.900","ska 496*","ska 498*","ska 500.300","ska 500.600","ska 500.900","ska 395.400","ska 503.100","ska 503.900","ska 532*","ska 533.700","ska 535.700","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 551.100","ska 551.900","ska 554.100","ska 554.900","ska 558.700","ska 562*","ska 563.100","ska 563.400","ska 563.900","ska 566.100","ska 566.900","ska 569.700","ska 573*","ska 575*","gse 595*","gse 660*","ska 490*","ska 491*","ska 493.800","ska 496*","ska 503.100","ska 503.400","ska 503.900","ska 507.100","ska 507.200","ska 507.400","ska 507.600","ska 507.800","ska 532*","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 544.100","ska 544.700","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 554.100","ska 554.900","ska 558.700","ska 560.700","ska 562*","ska 566.100","ska 566.900","ska 569.700","ska 571.700","ska 573*","ska 575*","gsf 820*","ska 509*","ska 511","ska 511.100","ska 511.300","ska 511.6*","ska 511.7*","ska 511.8*","ska 511.900","ska 516*","ska 517*","ska 518","ska 518.100","ska 518.300","ska 518.400","ska 518.500","ska 518.650","ska 518.7*","ska 518.8*","ska 518.900","ska 523.100","ska 523.300","ska 523.400","ska 523.700","ska 523.900","gsf 152.40","ska 670*","ska 671*","ska 681.100","ska 681.900","ska 684*","ska 685*","ska 689*","ska 690.100","ska 690.900","ska 693.100","ska 693.900","ska 694*","gsg 820*","gsg 872.50","gsg 877.10"]		["ska 100*","ska 145*","ska 146.900","ska 153*","ska 159*","ska 161*","ska 163*","ska 168*","ska 178*","gsb 680*","ska 280*","ska 281.300","ska 281.900","ska 287*","ska 293*","ska 294*","ska 296.100","ska 296.700","ska 298.100","ska 298.250","ska 298.700","ska 298.100","ska 298.500","ska 298.700","ska 301.100","ska 301.250","ska 301.900","ska 308*","gsd 280*","gsd 303*","ska 359*","ska 361*","ska 364*","ska 369.100","ska 369.300","ska 369.400","ska 369.500","ska 374*","ska 376*","ska 386*","ska 389*","ska 392*","ska 395.300","ska 395.400","ska 395.600","ska 395.600","ska 395.700","ska 395.9*","ska 40*","ska 421.100","ska 421.500","ska 421.500","ska 424.100","ska 424.400","ska 424.800","ska 427.100","ska 427.400","ska 427.800","ska 430.100","ska 430.700","ska 433.100","ska 433.400","ska 433.800","gsd 280*","gsd 303*","gsd 799*","gsd 814*","gsd 812*","gsd 962*","ska 439*","ska 369.600","ska 369.800","ska 395.100","ska 490*","ska 491*","ska 493.100","ska 493.200","ska 493.900","ska 496*","ska 498*","ska 500.300","ska 500.600","ska 500.900","ska 395.400","ska 503.100","ska 503.900","ska 532*","ska 533.700","ska 535.700","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 551.100","ska 551.900","ska 554.100","ska 554.900","ska 558.700","ska 562*","ska 563.100","ska 563.400","ska 563.900","ska 566.100","ska 566.900","ska 569.700","ska 573*","ska 575*","gse 595*","gse 660*","ska 490*","ska 491*","ska 493.800","ska 496*","ska 503.100","ska 503.400","ska 503.900","ska 507.100","ska 507.200","ska 507.400","ska 507.600","ska 507.800","ska 532*","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 544.100","ska 544.700","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 554.100","ska 554.900","ska 558.700","ska 560.700","ska 562*","ska 566.100","ska 566.900","ska 569.700","ska 571.700","ska 573*","ska 575*","gsf 820*","ska 509*","ska 511","ska 511.100","ska 511.300","ska 511.6*","ska 511.7*","ska 511.8*","ska 511.900","ska 516*","ska 517*","ska 518","ska 518.100","ska 518.300","ska 518.400","ska 518.500","ska 518.650","ska 518.7*","ska 518.8*","ska 518.900","ska 523.100","ska 523.300","ska 523.400","ska 523.700","ska 523.900","gsf 152.40","ska 670*","ska 671*","ska 681.100","ska 681.900","ska 684*","ska 685*","ska 689*","ska 690.100","ska 690.900","ska 693.100","ska 693.900","ska 694*","gsg 820*","gsg 872.50","gsg 877.10"]		{"fi":"( lsg='7 pnn 200') or ( lsg='7 pno 200') or ( lsg='7 pnp 200') or ( lsg='7 pnq 200') or ( lsg='7 pnr 200') or ( lsg='7 pnr 200') or ( lsg='7 pnr 200')"}			{"fi":"( lsg='7 pnn 200') or ( lsg='7 pno 200') or ( lsg='7 pnp 200') or ( lsg='7 pnq 200') or ( lsg='7 pnr 200') or ( lsg='7 pnr 200') or ( lsg='7 pnr 200')"}
943.1	943.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 200'"},"kiel":["ska 100*","ska 145*","ska 146.900","ska 153*","ska 159*","ska 161*","ska 163*","ska 168*","ska 178*","gsb 680*"]}	943.1	["ska 100*","ska 145*","ska 146.900","ska 153*","ska 159*","ska 161*","ska 163*","ska 168*","ska 178*","gsb 680*"]	["ska 100*","ska 145*","ska 146.900","ska 153*","ska 159*","ska 161*","ska 163*","ska 168*","ska 178*","gsb 680*"]		["ska 100*","ska 145*","ska 146.900","ska 153*","ska 159*","ska 161*","ska 163*","ska 168*","ska 178*","gsb 680*"]	{"fi":" lsg='7 pnn 200'"}	{"fi":" lsg='7 pnn 200'"}		{"fi":" lsg='7 pnn 200'"}	{"fi":" lsg='7 pnn 200'"}
943.2	943.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 200'"},"kiel":["ska 280*","ska 281.300","ska 281.900","ska 287*","ska 293*","ska 294*","ska 296.100","ska 296.700","ska 298.100","ska 298.250","ska 298.700","ska 298.100","ska 298.500","ska 298.700","ska 301.100","ska 301.250","ska 301.900","ska 308*","gsd 280*","gsd 303*"]}	943.2	["ska 280*","ska 281.300","ska 281.900","ska 287*","ska 293*","ska 294*","ska 296.100","ska 296.700","ska 298.100","ska 298.250","ska 298.700","ska 298.100","ska 298.500","ska 298.700","ska 301.100","ska 301.250","ska 301.900","ska 308*","gsd 280*","gsd 303*"]	["ska 280*","ska 281.300","ska 281.900","ska 287*","ska 293*","ska 294*","ska 296.100","ska 296.700","ska 298.100","ska 298.250","ska 298.700","ska 298.100","ska 298.500","ska 298.700","ska 301.100","ska 301.250","ska 301.900","ska 308*","gsd 280*","gsd 303*"]		["ska 280*","ska 281.300","ska 281.900","ska 287*","ska 293*","ska 294*","ska 296.100","ska 296.700","ska 298.100","ska 298.250","ska 298.700","ska 298.100","ska 298.500","ska 298.700","ska 301.100","ska 301.250","ska 301.900","ska 308*","gsd 280*","gsd 303*"]	{"fi":" lsg='7 pno 200'"}	{"fi":" lsg='7 pno 200'"}		{"fi":" lsg='7 pno 200'"}	{"fi":" lsg='7 pno 200'"}
943.3	943.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"goe":{"fi":" lsg='7 pnp 200'"},"kiel":["ska 359*","ska 361*","ska 364*","ska 369.100","ska 369.300","ska 369.400","ska 369.500","ska 374*","ska 376*","ska 386*","ska 389*","ska 392*","ska 395.300","ska 395.400","ska 395.600","ska 395.600","ska 395.700","ska 395.9*","ska 40*","ska 421.100","ska 421.500","ska 421.500","ska 424.100","ska 424.400","ska 424.800","ska 427.100","ska 427.400","ska 427.800","ska 430.100","ska 430.700","ska 433.100","ska 433.400","ska 433.800","gsd 280*","gsd 303*","gsd 799*","gsd 814*","gsd 812*","gsd 962*","ska 439*"]}	943.3	["ska 359*","ska 361*","ska 364*","ska 369.100","ska 369.300","ska 369.400","ska 369.500","ska 374*","ska 376*","ska 386*","ska 389*","ska 392*","ska 395.300","ska 395.400","ska 395.600","ska 395.600","ska 395.700","ska 395.9*","ska 40*","ska 421.100","ska 421.500","ska 421.500","ska 424.100","ska 424.400","ska 424.800","ska 427.100","ska 427.400","ska 427.800","ska 430.100","ska 430.700","ska 433.100","ska 433.400","ska 433.800","gsd 280*","gsd 303*","gsd 799*","gsd 814*","gsd 812*","gsd 962*","ska 439*"]	["ska 359*","ska 361*","ska 364*","ska 369.100","ska 369.300","ska 369.400","ska 369.500","ska 374*","ska 376*","ska 386*","ska 389*","ska 392*","ska 395.300","ska 395.400","ska 395.600","ska 395.600","ska 395.700","ska 395.9*","ska 40*","ska 421.100","ska 421.500","ska 421.500","ska 424.100","ska 424.400","ska 424.800","ska 427.100","ska 427.400","ska 427.800","ska 430.100","ska 430.700","ska 433.100","ska 433.400","ska 433.800","gsd 280*","gsd 303*","gsd 799*","gsd 814*","gsd 812*","gsd 962*","ska 439*"]		["ska 359*","ska 361*","ska 364*","ska 369.100","ska 369.300","ska 369.400","ska 369.500","ska 374*","ska 376*","ska 386*","ska 389*","ska 392*","ska 395.300","ska 395.400","ska 395.600","ska 395.600","ska 395.700","ska 395.9*","ska 40*","ska 421.100","ska 421.500","ska 421.500","ska 424.100","ska 424.400","ska 424.800","ska 427.100","ska 427.400","ska 427.800","ska 430.100","ska 430.700","ska 433.100","ska 433.400","ska 433.800","gsd 280*","gsd 303*","gsd 799*","gsd 814*","gsd 812*","gsd 962*","ska 439*"]	{"fi":" lsg='7 pnp 200'"}	{"fi":" lsg='7 pnp 200'"}		{"fi":" lsg='7 pnp 200'"}	{"fi":" lsg='7 pnp 200'"}
